Order Number,Order Date,Net Amount,Line Number,Part Description,Unit Cost,Order Quantity,Line Cost,Vendor ID,Vendor Name,Location Name
QBH/00016     ,08/01/2024,7969.47,1,ATTENDANCE                                                  ,"7,969.47",1,7969.47,22473       ,ABM Technical Solutions Ltd   ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QBH/00017     ,08/01/2024,6522.45,1,ATTENDANCE                                                  ,"6,522.45",1,6522.45,22473       ,ABM Technical Solutions Ltd   ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,91,PPM TASK                                                    ,120.00,1,120,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,92,PPM TASK                                                    ,150.00,1,150,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,93,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,94,PPM TASK                                                    ,60.00,1,60,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,95,PPM TASK                                                    ,90.00,1,90,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,96,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,85,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,86,PPM TASK                                                    ,135.00,1,135,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,87,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,88,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,89,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,90,PPM TASK                                                    ,165.00,1,165,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,79,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,80,PPM TASK                                                    ,90.00,1,90,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,81,PPM TASK                                                    ,60.00,1,60,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,82,PPM TASK                                                    ,175.00,1,175,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,83,PPM TASK                                                    ,60.00,1,60,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,84,PPM TASK                                                    ,150.00,1,150,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,73,PPM TASK                                                    ,135.00,1,135,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,74,PPM TASK                                                    ,135.00,1,135,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,75,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,76,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,77,PPM TASK                                                    ,90.00,1,90,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,78,PPM TASK                                                    ,120.00,1,120,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,67,PPM TASK                                                    ,90.00,1,90,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,68,PPM TASK                                                    ,15.00,1,15,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,69,PPM TASK                                                    ,120.00,1,120,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,70,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,71,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,72,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,61,PPM TASK                                                    ,65.00,1,65,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,62,PPM TASK                                                    ,120.00,1,120,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,63,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,64,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,65,PPM TASK                                                    ,95.00,1,95,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,66,PPM TASK                                                    ,45.00,1,45,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,55,PPM TASK                                                    ,90.00,1,90,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,56,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,57,PPM TASK                                                    ,120.00,1,120,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,58,PPM TASK                                                    ,280.00,1,280,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,59,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,60,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,49,PPM TASK                                                    ,65.00,1,65,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,50,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,51,PPM TASK                                                    ,175.00,1,175,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,52,PPM TASK                                                    ,150.00,1,150,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,53,PPM TASK                                                    ,90.00,1,90,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,54,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,43,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,44,PPM TASK                                                    ,60.00,1,60,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,45,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,46,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,47,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,48,PPM TASK                                                    ,95.00,1,95,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,37,PPM TASK                                                    ,195.00,1,195,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,38,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,39,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,40,PPM TASK                                                    ,95.00,1,95,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,41,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,42,PPM TASK                                                    ,60.00,1,60,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,31,PPM TASK                                                    ,285.00,1,285,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,32,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,33,PPM TASK                                                    ,90.00,1,90,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,34,PPM TASK                                                    ,135.00,1,135,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,35,PPM TASK                                                    ,135.00,1,135,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,36,PPM TASK                                                    ,135.00,1,135,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,25,PPM TASK                                                    ,165.00,1,165,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,26,PPM TASK                                                    ,30.00,1,30,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,27,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,28,PPM TASK                                                    ,165.00,1,165,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,29,PPM TASK                                                    ,135.00,1,135,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,30,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,19,PPM TASK                                                    ,135.00,1,135,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,20,PPM TASK                                                    ,120.00,1,120,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,21,PPM TASK                                                    ,135.00,1,135,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,22,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,23,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,24,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,13,PPM TASK                                                    ,45.00,1,45,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,14,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,15,PPM TASK                                                    ,45.00,1,45,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,16,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,17,PPM TASK                                                    ,195.00,1,195,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,18,PPM TASK                                                    ,90.00,1,90,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,7,PPM TASK                                                    ,45.00,1,45,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,8,PPM TASK                                                    ,60.00,1,60,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,9,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,10,PPM TASK                                                    ,60.00,1,60,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,11,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,12,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
WIQ/00007     ,01/03/2024,9889.37,1,MERTON LOC - CARPETING WORKS - COMMAND TRAINING UNI         ,1.00,"6,903",6903.32,22464       ,Piper Hales Flooring Group    ,MERTON LOC - PROPERTY ORDERS ONLY                           
WIQ/00007     ,01/03/2024,9889.37,2,MERTON LOC - CARPETING WORKS - COMMAND TRAINING UNI         ,1.00,"2,986",2986.05,22464       ,Piper Hales Flooring Group    ,MERTON LOC - PROPERTY ORDERS ONLY                           
ITS/14937     ,22/02/2024,7500,1,SOFTWARE DEVELOPMENT - BESPOKE(ICT)                         ,"1,200.00",6,7500,8053        ,Verisk Specialty Business     ,HR - CAREER DEVELOPMENT TEAM                                
TSF/06846     ,27/03/2024,9480,1,"PROFESSIONAL SERVICES, CORPORATE SUBSCRIPTIONS              ","9,480.00",1,9480,10821       ,Lexis Nexis Risk Solutions    ,HR - EMPLOYEE RELATIONS                                     
TSF/06122     ,13/02/2024,6350,1,"PROFESSIONAL SERVICES, CORPORATE SUBSCRIPTIONS              ","6,350.00",1,6350,14114       ,WHITEHALL & INDUSTRY GROUP    ,ORGANISATIONAL DEVELOPMENT (DTOD)                           
TSF/06124     ,13/02/2024,5445,1,DEVELOPMENT & TRAINING -      LEADERSHIP                    ,"5,445.00",1,5445,17528       ,THE WINDSOR LEADERSHIP TRUST  ,ORGANISATIONAL DEVELOPMENT (DTOD)                           
TSF/06130     ,13/02/2024,5000,1,"PROFESSIONAL SERVICES, ORGANISATION & CHANGE MANAGEMENT     ","5,000.00",1,5000,22359       ,AKD Solutions Ltd             ,ORGANISATIONAL DEVELOPMENT (DTOD)                           
TSF/06157     ,14/02/2024,8750,1,"PROFESSIONAL SERVICES, ORGANISATION & CHANGE MANAGEMENT     ","8,750.00",1,8750,22359       ,AKD Solutions Ltd             ,ORGANISATIONAL DEVELOPMENT (DTOD)                           
TSF/06557     ,04/03/2024,5000,1,"PROFESSIONAL SERVICES, HR BUSINESS PROCESS OUTSOURCING      ","1,000.00",5,5000,16926       ,CONFLICT MANAGEMENT PLUS LTD  ,ORGANISATIONAL DEVELOPMENT (DTOD)                           
TSF/06559     ,04/03/2024,7400,1,DEVELOPMENT & TRAINING -      LEADERSHIP                    ,"1,850.00",4,7400,19789       ,BABCOCK TRAINING LTD          ,ORGANISATIONAL DEVELOPMENT (DTOD)                           
TSF/06851     ,27/03/2024,5250,1,"PROFESSIONAL SERVICES, EVENTS ORGANISATION                  ","5,250.00",1,5250,22359       ,AKD Solutions Ltd             ,ORGANISATIONAL DEVELOPMENT (DTOD)                           
RLA/02919     ,27/01/2024,9600,1,PERM:9233043:S COSGROVE                                     ,"9,600.00",1,9600,22250       ,Reed Specialist Recruitment   ,HR - TRANSFORMATION                                         
RLA/02960     ,03/02/2024,6400,1,PERM:9233043:S COSGROVE                                     ,"6,400.00",1,6400,22250       ,Reed Specialist Recruitment   ,HR - TRANSFORMATION                                         
TSF/05643     ,18/01/2024,9500,1,"NON CATALOGUE - SERVICES, EXCLUDING PROPERTY SERVICES       ","9,500.00",1,9500,16534       ,MAYORS OFF FOR POLICING&CRIME ,RESCUE POLICY                                               
TSF/06681     ,13/03/2024,7212.9,1,"ICT, COMMUNICATIONS                                         ",110.66,65,7192.9,10961       ,RADIOCOMS SYSTEMS LIMITED     ,RESPIRATORY PROTECTIVE EQUIPMENT (EDBA)                     
TSF/06681     ,13/03/2024,7212.9,2,DELIVERY CHARGE (RADIOCOMS)                                 ,20.00,1,20,10961       ,RADIOCOMS SYSTEMS LIMITED     ,RESPIRATORY PROTECTIVE EQUIPMENT (EDBA)                     
TSF/05701     ,22/01/2024,7560,1,TRAINING COURSES - EXTERNAL   (SUBJECTIVE: 1666)            ,"7,560.00",1,7560,22356       ,PartB Group Ltd               ,FIRE SAFETY - PROTECTION UPLIFT PROGRAMME                   
TSF/06544     ,01/03/2024,7500,1,TRAINING COURSES - EXTERNAL   (SUBJECTIVE: 1666)            ,"7,500.00",1,7500,19399       ,XACT CONSULTANCY & TRAINING LT,FIRE SAFETY - PROTECTION UPLIFT PROGRAMME                   
TSF/06546     ,01/03/2024,7500,1,TRAINING COURSES - EXTERNAL   (SUBJECTIVE: 1666)            ,"7,500.00",1,7500,19399       ,XACT CONSULTANCY & TRAINING LT,FIRE SAFETY - PROTECTION UPLIFT PROGRAMME                   
TSF/06547     ,01/03/2024,7500,1,TRAINING COURSES - EXTERNAL   (SUBJECTIVE: 1666)            ,"7,500.00",1,7500,19399       ,XACT CONSULTANCY & TRAINING LT,FIRE SAFETY - PROTECTION UPLIFT PROGRAMME                   
TSF/06540     ,01/03/2024,8400,1,"ICT, OPERATING SOFTWARE                                     ","8,400.00",1,8400,20636       ,Evolve B G Limited            ,LONDON RESILIENCE GROUP - UNION STREET                      
TSF/05595     ,16/01/2024,8470,1,"PROFESSIONAL SERVICES, LEARNING & DEVELOPMENT CONSULTANCY   ","8,470.00",1,8470,2861        ,FIRE SERVICE COLLEGE LTD      ,INTER OPERABILITY SFE                                       
TSF/06492     ,27/02/2024,5415,1,CONFERENCE ACCOMODATION/HOTEL FEES                          ,"5,415.00",1,5415,2861        ,FIRE SERVICE COLLEGE LTD      ,INTER OPERABILITY SFE                                       
TSF/06727     ,18/03/2024,6160,1,CONFERENCE ACCOMODATION/HOTEL FEES                          ,"6,160.00",1,6160,2861        ,FIRE SERVICE COLLEGE LTD      ,INTER OPERABILITY SFE                                       
TSF/06728     ,18/03/2024,5390,1,CONFERENCE ACCOMODATION/HOTEL FEES                          ,"5,390.00",1,5390,2861        ,FIRE SERVICE COLLEGE LTD      ,INTER OPERABILITY SFE                                       
TSF/06821     ,21/03/2024,5830,1,CONFERENCE ACCOMODATION/HOTEL FEES                          ,"5,830.00",1,5830,2861        ,FIRE SERVICE COLLEGE LTD      ,INTER OPERABILITY SFE                                       
TSF/06853     ,27/03/2024,5280,1,CONFERENCE ACCOMODATION/HOTEL FEES                          ,"5,280.00",1,5280,2861        ,FIRE SERVICE COLLEGE LTD      ,INTER OPERABILITY SFE                                       
TSF/06567     ,05/03/2024,5501.76,1,"OPERATIONAL EQUIPMENT, FIRE - SERVICES                      ",687.72,8,5501.76,21335       ,SITE EQUIP LTD                ,"SERVICE DELIVERY GROUP, HEADQUARTERS (M54 A/C)              "
TSR/13579     ,28/02/2024,5033.6,2,"BEDDING PACK, FLAME RETARDANT,DOUBLE BED, FOR CFS ONLY      ",88.39,15,1325.85,13055       ,THOMAS KNEALE & CO LTD        ,(NW) AREA CS TEAM - WEMBLEY                                 
TSR/13579     ,28/02/2024,5033.6,3,"BEDDING PACK, FLAME RETARDANT,SINGLE BED, FOR CFS ONLY      ",54.95,15,824.25,13055       ,THOMAS KNEALE & CO LTD        ,(NW) AREA CS TEAM - WEMBLEY                                 
TSR/13579     ,28/02/2024,5033.6,4,"BEDDING PACK, FLAME RETARDANT,SINGLE BED, FOR CFS ONLY      ",54.95,20,1099,13055       ,THOMAS KNEALE & CO LTD        ,(SW) COMMUNITY SAFETY INITIATIVES - HAMMERSMITH             
TSR/13579     ,28/02/2024,5033.6,5,"BEDDING PACK, FLAME RETARDANT,DOUBLE BED, FOR CFS ONLY      ",88.39,20,1767.8,13055       ,THOMAS KNEALE & CO LTD        ,(SW) COMMUNITY SAFETY INITIATIVES - HAMMERSMITH             
TSF/05753     ,26/01/2024,9482.4,1,"PROFESSIONAL SERVICES, LEARNING & DEVELOPMENT CONSULTANCY   ","9,482.40",1,9482.4,18171       ,COLLEGE OF POLICING           ,SPECIAL OPERATIONS GROUP - US                               
TSF/06843     ,27/03/2024,8686.35,1,TRAINING COURSES - EXTERNAL                                 ,"8,686.35",1,8686.35,19789       ,BABCOCK TRAINING LTD          ,SPECIAL OPERATIONS GROUP - US                               
TSF/06437     ,22/02/2024,6800,1,DEVELOPMENT & TRAINING -      LEARNING                      ,"6,800.00",1,6800,19789       ,BABCOCK TRAINING LTD          ,COMMUNITY SAFETY POLICY                                     
TSF/06773     ,20/03/2024,7883.4,1,"PROFESSIONAL SERVICES, MARKETING SERVICES                   ","7,883.40",1,7883.4,21472       ,THE BRAND ALCHEMISTS          ,COMMUNITY SAFETY POLICY                                     
TSF/06845     ,27/03/2024,6909.28,1,TRAINING COURSES - EXTERNAL                                 ,"6,909.28",1,6909.28,19789       ,BABCOCK TRAINING LTD          ,COMMUNITY SAFETY POLICY                                     
TSF/06876     ,28/03/2024,6909.28,1,TRAINING UNITARY PAYMENT -    BABCOCKS                      ,"6,909.28",1,6909.28,19789       ,BABCOCK TRAINING LTD          ,COMMUNITY SAFETY POLICY                                     
TSF/06757     ,19/03/2024,6500,1,"ESTATES, RENT                 (NON VATABLE)                 ",1.00,"6,500",6500,1375        ,L B OF BARKING & DAGENHAM     ,PROPERTY - LEASE PAYMENTS                                   
TSF/06784     ,20/03/2024,7000,1,"ESTATES, SERVICE CHARGE                                     ",1.00,"7,000",7000,22402       ,Sanderson Weatherall LLP      ,PROPERTY - LEASE PAYMENTS MERTON CONTROL                    
TSF/06144     ,14/02/2024,7000,1,LEARNING SUPPORT TRAINING     COURSES                       ,1.00,"7,000",7000,22041       ,Genius Within CIC             ,PEOPLE SERVICES - LEARNING SUPPORT                          
TSF/05601     ,17/01/2024,5049,1,"PROFESSIONAL SERVICES, STRATEGY CONSULTANCY                 ","5,049.00",1,5049,22188       ,THE HOUSING ASSOCIATIONS      ,COMMS: COMMUNITY ENGAGEMENT TEAM                            
TSF/06772     ,20/03/2024,8100,1,"PROFESSIONAL SERVICES, LEARNING & DEVELOPMENT CONSULTANCY   ","8,100.00",1,8100,19971       ,YOUGOV PLC                    ,COMMS: COMMUNITY ENGAGEMENT TEAM                            
TSF/05731     ,24/01/2024,9433.77,1,"PROFESSIONAL SERVICES, COMMUNICATION SERVICES               ","9,433.77",1,9433.77,21957       ,Orlo                          ,EXTERNAL COMMUNICATIONS                                     
TSF/05531     ,11/01/2024,5500,1,SUBSCRIPTIONS FOR PUBLICATIONSVIA LFC LIBRARY SERVICES      ,"5,500.00",1,5500,19372       ,Pavilion Publishing and       ,IMD - LIBRARY/KNOWLEDGE MANAGEMENT                          
TSF/05487     ,09/01/2024,7560,1,TRAINING COURSES - EXTERNAL   (SUBJECTIVE: 1666)            ,"7,560.00",1,7560,22356       ,PartB Group Ltd               ,TRAINING OPERATIONS                                         
TSF/05761     ,26/01/2024,6750,1,LICENSE FOR PARKING SPACES    - GALLION'S REACH             ,"6,750.00",1,6750,14141       ,AMAS LTD                      ,TRAINING OPERATIONS                                         
TSF/06104     ,12/02/2024,7474.09,1,TRAINING UNITARY PAYMENT -    BABCOCKS                      ,"7,474.09",1,7474.09,19789       ,BABCOCK TRAINING LTD          ,TRAINING OPERATIONS                                         
TSF/06675     ,13/03/2024,6750,1,LICENSE FOR PARKING SPACES    - GALLION'S REACH             ,"6,750.00",1,6750,14141       ,AMAS LTD                      ,TRAINING OPERATIONS                                         
TSF/06814     ,21/03/2024,7215,1,TRAINING COURSES - EXTERNAL                                 ,"1,998.00",1,1998,14346       ,Merseyside Fire & Rescue Auth ,TRAINING OPERATIONS                                         
TSF/06814     ,21/03/2024,7215,2,TRAINING COURSES - EXTERNAL                                 ,"1,351.00",1,1351,14346       ,Merseyside Fire & Rescue Auth ,TRAINING OPERATIONS                                         
